subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	mapping_tool	confidence	subject_match_field	object_match_field	match_string	comment
MONDO:0000009	inherited bleeding disorder, platelet-type	skos:broadMatch	icd11.foundation:72474955	Qualitative platelet defects	semapv:LexicalMatching	oaklib	0.8	oio:hasBroadSynonym	oio:hasExactSynonym	platelet disorder	LEXMATCH
MONDO:0000386	digestive system neuroendocrine tumor, grade 1/2	skos:broadMatch	icd11.foundation:1536701348	Gastrointestinal endocrine tumours	semapv:LexicalMatching	oaklib	0.8	oio:hasBroadSynonym	oio:hasExactSynonym	gastrointestinal neuroendocrine tumours	LEXMATCH
MONDO:0000461	nutritional biotin deficiency	skos:broadMatch	icd11.foundation:1726732000	Biotin deficiency	semapv:LexicalMatching	oaklib	0.8	oio:hasBroadSynonym	oio:hasExactSynonym	biotin deficiency	LEXMATCH
MONDO:0000461	nutritional biotin deficiency	skos:broadMatch	icd11.foundation:1726732000	Biotin deficiency	semapv:LexicalMatching	oaklib	0.8	oio:hasBroadSynonym	oio:hasExactSynonym	biotin deficiency disorder	LEXMATCH
MONDO:0000461	nutritional biotin deficiency	skos:broadMatch	icd11.foundation:1726732000	Biotin deficiency	semapv:LexicalMatching	oaklib	0.8	oio:hasBroadSynonym	rdfs:label	biotin deficiency	LEXMATCH
MONDO:0000498	arteritic anterior ischemic optic neuropathy	skos:broadMatch	icd11.foundation:923858912	Other arteritic anterior ischemic optic neuropathy	semapv:LexicalMatching	oaklib	0.8	rdfs:label	oio:hasBroadSynonym	arteritic anterior ischemic optic neuropathy	LEXMATCH
MONDO:0001336	familial hyperlipidemia	skos:broadMatch	icd11.foundation:2023062398	Hyperlipoproteinaemia	semapv:LexicalMatching	oaklib	0.8	oio:hasBroadSynonym	oio:hasExactSynonym	hyperlipemia	LEXMATCH
MONDO:0001336	familial hyperlipidemia	skos:broadMatch	icd11.foundation:2023062398	Hyperlipoproteinaemia	semapv:LexicalMatching	oaklib	0.8	oio:hasBroadSynonym	oio:hasExactSynonym	hyperlipidaemia	LEXMATCH
MONDO:0001343	impaired renal function disease	skos:broadMatch	icd11.foundation:1914766361	Disease of kidney, not elsewhere classified	semapv:LexicalMatching	oaklib	0.8	oio:hasBroadSynonym	oio:hasExactSynonym	kidney disorder	LEXMATCH
MONDO:0001431	toxic or nutritional optic neuropathy	skos:broadMatch	icd11.foundation:1025146095	Nutritional optic neuropathy	semapv:LexicalMatching	oaklib	0.8	oio:hasBroadSynonym	oio:hasExactSynonym	nutritional optic neuropathy	LEXMATCH
MONDO:0001431	toxic or nutritional optic neuropathy	skos:broadMatch	icd11.foundation:1025146095	Nutritional optic neuropathy	semapv:LexicalMatching	oaklib	0.8	oio:hasBroadSynonym	rdfs:label	nutritional optic neuropathy	LEXMATCH
MONDO:0001502	retroperitoneum carcinoma	skos:broadMatch	icd11.foundation:1731312506	Malignant neoplasms of retroperitoneum	semapv:LexicalMatching	oaklib	0.8	oio:hasBroadSynonym	oio:hasExactSynonym	retroperitoneal cancer	LEXMATCH
MONDO:0001602	labia minora carcinoma	skos:broadMatch	icd11.foundation:685773344	Labia cancer	semapv:LexicalMatching	oaklib	0.8	oio:hasBroadSynonym	oio:hasExactSynonym	labia minora cancer	LEXMATCH
MONDO:0001920	chronic purulent otitis media	skos:broadMatch	icd11.foundation:2019948313	Other chronic suppurative otitis media	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	oio:hasBroadSynonym	chronic suppurative otitis media	LEXMATCH
