subject_id	subject_label	object_id	predicate_id	object_label	mapping_justification	mapping_tool	confidence	subject_match_field	object_match_field	match_string
ID		A oboInOwl:hasDbXref	>A oboInOwl:source							
MONDO:0015076	obsolete rare parathyroid tumor	Orphanet:100090	MONDO:equivalentTo	Rare parathyroid tumor	semapv:UnspecifiedMatching					
MONDO:0015081	obsolete neuroendocrine tumor with other location	Orphanet:100101	MONDO:equivalentTo	Neuroendocrine tumor with other location	semapv:UnspecifiedMatching					
MONDO:0015106	obsolete rare urogenital disease	Orphanet:101433	MONDO:equivalentTo	Rare urogenital disease	semapv:UnspecifiedMatching					
MONDO:0015107	obsolete rare genetic eye disease	Orphanet:101435	MONDO:equivalentTo	Rare genetic eye disease	semapv:UnspecifiedMatching					
MONDO:0015110	obsolete genetic cardiac rhythm disease	Orphanet:101934	MONDO:equivalentTo	Genetic cardiac rhythm disease	semapv:UnspecifiedMatching					
MONDO:0015112	obsolete rare pancreatic disease	Orphanet:101937	MONDO:equivalentTo	Rare pancreatic disease	semapv:UnspecifiedMatching					
MONDO:0015114	obsolete rare parenchymal liver disease	Orphanet:101939	MONDO:equivalentTo	Rare parenchymal liver disease	semapv:UnspecifiedMatching					
MONDO:0015115	obsolete rare genetic metabolic liver disease	Orphanet:101940	MONDO:equivalentTo	Rare metabolic liver disease	semapv:UnspecifiedMatching					
MONDO:0015116	obsolete rare biliary tract disease	Orphanet:101941	MONDO:equivalentTo	Rare biliary tract disease	semapv:UnspecifiedMatching					
MONDO:0015117	obsolete rare hepatic and biliary tract tumor	Orphanet:101943	MONDO:equivalentTo	Rare hepatic and biliary tract tumor	semapv:UnspecifiedMatching					
MONDO:0015118	obsolete rare pulmonary disease	Orphanet:101944	MONDO:equivalentTo	Rare pulmonary disease	semapv:UnspecifiedMatching					
MONDO:0015119	obsolete bronchopulmonary tumor	Orphanet:101945	MONDO:equivalentTo	Rare bronchopulmonary tumor	semapv:UnspecifiedMatching					
MONDO:0015121	obsolete rare eye tumor	Orphanet:101950	MONDO:equivalentTo	Rare eye tumor	semapv:UnspecifiedMatching					
MONDO:0015123	obsolete rare inherited dyslipidemia	Orphanet:101953	MONDO:equivalentTo	Rare dyslipidemia	semapv:UnspecifiedMatching					
