subject_mondo_id	subject_mondo_label	object_mondo_id	subject_source_id	object_source_id	object_mondo_label
ID		SC %	>A oboInOwl:source		
MONDO:0000023	infantile liver failure	MONDO:0005154	DOID:0080716	DOID:409	liver disorder
MONDO:0000050	isolated congenital growth hormone deficiency	MONDO:0005152	DOID:0060870	DOID:9406	hypopituitarism
MONDO:0000141	mosaic variegated aneuploidy syndrome	MONDO:0002254	DOID:0080688	DOID:225	syndromic disease
MONDO:0000171	muscular dystrophy-dystroglycanopathy, type A	MONDO:0019950	DOID:0050560	DOID:0050557	congenital muscular dystrophy
MONDO:0000193	cortisone reductase deficiency	MONDO:0005151	DOID:0090139	DOID:28	endocrine system disorder
MONDO:0000229	Indian tick typhus	MONDO:0001195	DOID:0050042	DOID:11104	spotted fever
MONDO:0000230	Israeli tick typhus	MONDO:0001195	DOID:0050043	DOID:11104	spotted fever
MONDO:0000231	Far eastern spotted fever	MONDO:0001195	DOID:0050046	DOID:11104	spotted fever
MONDO:0000240	invasive aspergillosis	MONDO:0005275	DOID:0050073	DOID:850	lung disorder
MONDO:0000240	invasive aspergillosis	MONDO:0005657	DOID:0050073	DOID:13564	aspergillosis
MONDO:0000242	tinea barbae	MONDO:0005093	DOID:0050096	DOID:37	skin disorder
MONDO:0000244	endothrix infectious disease	MONDO:0002917	DOID:0050105	DOID:421	disorder of pilosebaceous unit
MONDO:0000248	dengue shock syndrome	MONDO:0005502	DOID:0050125	DOID:12205	dengue disease
MONDO:0000250	osmotic diarrheal disease	MONDO:0001673	DOID:0050130	DOID:13250	diarrheal disease
MONDO:0000255	subcutaneous mycosis	MONDO:0002041	DOID:0050135	DOID:1564	fungal infectious disease
MONDO:0000261	adenoiditis	MONDO:0004867	DOID:0050145	DOID:974	upper respiratory tract disorder
MONDO:0000263	laryngotracheitis	MONDO:0004867	DOID:0050148	DOID:974	upper respiratory tract disorder
MONDO:0000266	pulmonary aspergilloma	MONDO:0005275	DOID:0050153	DOID:850	lung disorder
MONDO:0000271	tuberculous salpingitis	MONDO:0002156	DOID:0050166	DOID:1962	fallopian tube disorder
MONDO:0000290	primary amebic meningoencephalitis	MONDO:0002602	DOID:0050242	DOID:331	central nervous system disorder
MONDO:0000291	granulomatous amebic encephalitis	MONDO:0005560	DOID:0050246	DOID:936	brain disorder
MONDO:0000292	philophthalmiasis	MONDO:0004664	DOID:0050250	DOID:883	helminthiasis
MONDO:0000293	coenurosis	MONDO:0004664	DOID:0050251	DOID:883	helminthiasis
MONDO:0000294	mesocestoidiasis	MONDO:0004664	DOID:0050253	DOID:883	helminthiasis
MONDO:0000297	baylisascariasis	MONDO:0004664	DOID:0050259	DOID:883	helminthiasis
MONDO:0000298	dioctophymiasis	MONDO:0004664	DOID:0050260	DOID:883	helminthiasis
MONDO:0000299	thelaziasis	MONDO:0004664	DOID:0050261	DOID:883	helminthiasis
MONDO:0000301	ophthalmomyiasis	MONDO:0019147	DOID:0050268	DOID:11080	myiasis
MONDO:0000304	penicilliosis	MONDO:0002312	DOID:0050288	DOID:2473	opportunistic mycosis
MONDO:0000306	trichosporonosis	MONDO:0002312	DOID:0050290	DOID:2473	opportunistic mycosis
MONDO:0000334	multinodular goiter	MONDO:0005397	DOID:0050489	DOID:12176	goiter
MONDO:0000339	spinal polio	MONDO:0002545	DOID:0050513	DOID:319	spinal cord disorder
MONDO:0000341	paralytic poliomyelitis	MONDO:0002602	DOID:0050515	DOID:331	central nervous system disorder
MONDO:0000342	O'nyong'nyong fever	MONDO:0005108	DOID:0050516	DOID:934	viral infectious disease
MONDO:0000343	Barmah forest virus disease	MONDO:0005108	DOID:0050517	DOID:934	viral infectious disease
MONDO:0000344	Ross river fever	MONDO:0005108	DOID:0050518	DOID:934	viral infectious disease
MONDO:0000345	Oropouche fever	MONDO:0005108	DOID:0050521	DOID:934	viral infectious disease
MONDO:0000351	disorder of methionine catabolism	MONDO:0004736	DOID:0050544	DOID:9252	inborn disorder of amino acid metabolism
MONDO:0000365	primary congenital glaucoma	MONDO:0005041	DOID:0050593	DOID:1686	glaucoma
MONDO:0000367	taeniasis	MONDO:0004664	DOID:0050596	DOID:883	helminthiasis
MONDO:0000371	oral cavity carcinoma in situ	MONDO:0006858	DOID:0050610	DOID:403	mouth disorder
MONDO:0000373	gall bladder carcinoma in situ	MONDO:0005281	DOID:0050612	DOID:0060262	gallbladder disorder
MONDO:0000374	bile duct carcinoma in situ	MONDO:0002887	DOID:0050613	DOID:4138	bile duct disorder
MONDO:0000374	bile duct carcinoma in situ	MONDO:0004647	DOID:0050613	DOID:8719	in situ carcinoma
MONDO:0000375	bronchus carcinoma in situ	MONDO:0001358	DOID:0050614	DOID:1176	bronchial disorder
MONDO:0000375	bronchus carcinoma in situ	MONDO:0004647	DOID:0050614	DOID:8719	in situ carcinoma
MONDO:0000380	paranasal sinus carcinoma	MONDO:0000376	DOID:0050619	DOID:0050615	respiratory system cancer
MONDO:0000380	paranasal sinus carcinoma	MONDO:0001735	DOID:0050619	DOID:1352	paranasal sinus disorder
MONDO:0000383	benign reproductive system neoplasm	MONDO:0005039	DOID:0050622	DOID:15	reproductive system disorder
MONDO:0000384	bladder benign neoplasm	MONDO:0006026	DOID:0050623	DOID:365	urinary bladder disorder
MONDO:0000402	small cell carcinoma	MONDO:0004993	DOID:0050685	DOID:305	carcinoma
MONDO:0000409	chorioamnionitis	MONDO:0005917	DOID:0050697	DOID:780	placenta disorder
